,id,instituicao,Programa,mun,titulo,autor,Defesa,biblioteca,grauAcademico,link
1838,200517233130019001P6,UNIVERSIDADE BRAZ CUBAS,"SEMIÓTICA, TECNOLOGIAS DE INFORMAÇÃO E EDUCAÇÃO",Mogi das Cruzes,Diálogos na escola: o professor de história em fase de transição,Edvaldo Carlos Ferreira da Costa,2005-08-01,Universidade Braz Cubas,Mestrado,
1839,5035797,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,DIREITO,Curitiba,Incentivos fiscais de ICMS e lei complementar nº 24/1975: os convênios e os incentivos não relacionados à guerra fiscal,CAMILA BEATRIZ SIMM,2017-03-27,PUCPR,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5035797
1840,5999515,UNIVERSIDADE ESTADUAL DE LONDRINA,ESTUDOS DA LINGUAGEM,Londrina,"Corpo, história e discurso: um olhar sobre efeitos de liberdade e censura em Tatuagem",THAIS APARECIDA ZORZELA,2017-05-19,Universidade Estadual de Londrina,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5999515
1841,5687761,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,MEMÓRIA:LINGUAGEM E SOCIEDADE,Vitória da Conquista,"Política e educação na zona rural de Guanambi, Bahia: um estudo sobre a memória coletiva de professores leigos durante a ditadura civil-militar (1964 a 1983)",ELANE MARCIA SILVA VIANA,2017-02-15,Prof. Antônio de Moura,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5687761
1842,2006640031012001P5,UNIVERSIDADE ESTADUAL DO NORTE DO PARANÁ,CIÊNCIA JURÍDICA,Jacarezinho,"Orçamento participativo, cidadania e direitos humanos: Uma visão jurídico-política.",Allaymer Ronaldo Regis dos Bernardos Bonesso,2006-07-01,fundinopi,Mestrado,
1843,20062950001019008P2,UNIVERSIDADE FEDERAL DE MATO GROSSO,ESTUDOS DE LINGUAGEM,CUIABÁ,De autores e autoria: um recorte acerca da construção do campo literário em Mato Grosso,Wanda Cecilia Correa de Mello,2006-08-01,Biblioteca Central da UFMT,Mestrado,
1844,7421980,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,SERVIÇO SOCIAL,Rio de Janeiro,AS FORÇAS POLÍTICAS E O SERVIÇO SOCIAL BRASILEIRO NO PROCESSO DE RENOVAÇÃO,THAUAN JOSE PASTRELLO SILVA,2018-03-23,CFCH - UFRJ,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=7421980
1845,6675765,UNIVERSIDADE DE SÃO PAULO,EDUCAÇÃO FÍSICA E ESPORTE,São Paulo,"Entre narrativas, fragmentos e estilhas: construções de atletas brasileiros sobre os jogos olímpicos do México de 1968",DHENIS ROSINA,2018-10-22,EEFE-USP,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6675765
1846,6750361,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( MARÍLIA ),CIÊNCIAS SOCIAIS,Marília,TENHO GATILHOS E TAMBORES: IMPASSES ESTÉTICOS E ENGAJAMENTO POLÍTICO NA OBRA DE SÉRGIO RICARDO (1958-1967),MARIANA BUENO DE OLIVEIRA,2018-08-31,"UNESP, Campus de Marília",Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6750361
1847,6493386,UNIVERSIDADE DO VALE DO RIO DOS SINOS,HISTÓRIA,São Leopoldo,"A EMERGÊNCIA DAS COMUNIDADES QUILOMBOLAS COMO FENÔMENO POLÍTICO NO CEARÁ: SÍTIO ARRUDA, NO MUNICÍPIO DE ARARIPE",JOSE WILLAME FELIPE ALVES,2018-08-06,Universidade do Vale do Rio dos Sinos - UNISINOS,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6493386
1848,6464481,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,HISTÓRIA,Campina Grande,"“MENTE SÃ EM CORPO SÃO”:  A CULTURA FÍSICA NO COLÉGIO ESTADUAL DE CAMPINA GRANDE, (1966-  1978)",NITA KEOMA LUSTOSA DE SOUSA,2018-03-26,Biblioteca Central UFCG,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6464481
1849,7657450,UNIVERSIDADE FEDERAL DA BAHIA,LITERATURA E CULTURA,Salvador,Filologia e humanidades digitais no estudo da dramaturgia censurada de Roberto Athayde: acervo e edição de Os desinibidos,FABIANA PRUDENTE CORREIA,2018-07-31,undefined,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=7657450
1850,6322067,FUNDACAO JOAQUIM NABUCO,Ciências Sociais para o Ensino Médio,Recife,Livros didáticos de OSPB: análise sociológica dos conteúdos programáticos,JOAO LUIZ DE LIMA,2018-01-30,Biblioteca Blanche Knopp,Mestrado Profissional,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6322067
1851,5038218,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( MARÍLIA ),CIÊNCIAS SOCIAIS,Marília,DIREITOS HUMANOS NO CONE SUL (BRASIL E ARGENTINA): A HERANÇA DAS DITADURAS E A CONSTRUÇÃO DO ESTADO DEMOCRÁTICO DE DIREITO NA PERSPECTIVA DO DIREITO PENAL,ROBERTO DA FREIRIA ESTEVAO,2017-05-12,Campus de Marília,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5038218
1852,5293169,UNIVERSIDADE FEDERAL DE SANTA MARIA,EDUCAÇÃO,Santa Maria,Corpo – Escrita no balé: Para repensar o corpo doce da bailarina da caixinha de música em uma pesquisa em educação e  arte,DANIELA GRIECO NASCIMENTO E SILVA,2017-06-30,BILIOTECA CENTRAL,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5293169
1853,4998179,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,COMUNICAÇÃO,Rio de Janeiro,LUZES MISTERIOSAS CRUZAM OS CÉUS DA AMAZÔNIA: memória e imaginário no fenômeno Chupa-Chupa,PHILLIPPE SENDAS DE PAULA FERNANDES,2017-02-23,Biblioteca da Escola de Comunicação da UFRJ,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4998179
1854,6256671,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,Ciências Sociais,Seropédica,SITRAMICO-RJ: DO PASSADO DE LUTAS AO FUTURO DE  INCERTEZAS  Questões de Representatividade no Sindicalismo Petroleiro,ALBERTO PORTO FILHO,2017-07-05,BIBLIOTECA CENTRAL DA UFRRJ,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6256671
1855,20081431001017066P9,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,SERVIÇO SOCIAL,RIO DE JANEIRO,O lado escuro (ou escurecido) da memória. Contra-revolução e Trauma.,MARIA JOSEFINA MASTROPAOLO,2008-12-01,CFCH,Mestrado,
1856,2008442001013025P1,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,ADMINISTRAÇÃO,PORTO ALEGRE,Práticas Organizacionais em Escolas de Movimentos Sociais: entre a verticalidade e a horizontalidade,Joysinett Moraes da Silva,2008-03-01,Escola de Administração,Doutorado,
1857,20096233005010021P0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,COMUNICAÇÃO E SEMIÓTICA,SÃO PAULO,As astúcias de um destinador na Geléia Geral brasileira,Lucas Mendes Falcão Costa,2009-10-01,Biblioteca da PUC/Sp,Mestrado,
1858,2011210001018011P0,UNIVERSIDADE FEDERAL DE RONDÔNIA,EDUCAÇÃO,PORTO VELHO,REPERCUSSÕES DAS CONCEPÇÕES PEDAGÓGICAS NAS POLÍTICAS EDUCACIONAIS EM REONDÔNIA ENTRE 1995 E 2010.,PAULO APARECIDO DIAS DA SILVA,2011-12-01,Biblioteca Prof. Roberto Duarte Pires,Mestrado,
1859,20115133005010021P0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,COMUNICAÇÃO E SEMIÓTICA,SÃO PAULO,Jornalismo partidarizado: a Folha de S. Paulo nas eleições de 2010 e seus contrapontos na blogosfera,Jakson Ferreira de Alencar,2011-10-01,PUC/SP,Mestrado,
1860,20111931002013017P4,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,EDUCAÇÃO AGRÍCOLA,SEROPÉDICA,"A participação e a democracia no processo de mudança de esfera administrativa do atual Campus Planaltina do Instituto Federal de Brasília (2007 
 2009).",Abiana Campos Mendes,2011-05-01,da UFRRJ,Mestrado,
1861,5308509,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,HISTÓRIA,Teresina,O MODERNO NO URBANO: reflexos de uma arquitetura escolar no patrimônio cultural de Teresina. (1970-1985) Teresina (PI) 2017,NAYANE AUREA SANTIAGO COSTA,2017-08-31,Biblioteca Setorial CCHL,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5308509
1862,5978831,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,EDUCAÇÃO,Uberlândia,ESTADO MILITAR E EDUCAÇÃO E A FORMAÇÃO DE PROFESSORES: AS INICIATIVAS DA ESCOLA NORMAL DE UBERLÂNDIA (1970 - 1980),CLARISSA BETANHO INACIO,2017-08-21,https://repositorio.ufu.br/bitstream/123456789/20306/1/EstadoMilitarEduca%C3%A7%C3%A3o.pdf,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5978831
1863,5077581,UNIVERSIDADE FEDERAL DE GOIÁS,Direitos Humanos,Goiânia,ENSINO  RELIGIOSO:  ANÁLISE  DO  DEBATE  PÚBLICO  E  SUA  INTERFACE COM DIREITOS HUMANOS,ANA CAROLINA GRECO PAES,2017-07-18,http://repositorio.bc.ufg.br/tede/handle/tede/7844,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5077581
1864,2883941,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,HISTÓRIA,São Paulo,A práxis de Antonio Delfim Netto no reordenamento político-econômico da ditadura bonapartista: ideólogo orgânico da autocracia burguesa brasileira,WALDEIR MORENO ROSA,2015-10-01,PUC/SP,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2883941
1865,20112033002010149P3,UNIVERSIDADE DE SÃO PAULO,ENERGIA,São Paulo,Métricas e estratégias de bloqueio de uso político nas empresas do setor elétrico brasileiro,Eduardo Müller Rocha Monteiro,2011-12-01,IEE - USP,Doutorado,
1866,20112133002010149P3,UNIVERSIDADE DE SÃO PAULO,ENERGIA,São Paulo,Evolução do setor elétrico brasileiro no contexto econômico nacional: uma análise histórica e econométrica de longo prazo,Bruno Gonçalves da Silva,2011-12-01,IEE - USP,Mestrado,
1867,2007431021018002P4,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,MEMÓRIA SOCIAL,RIO DE JANEIRO,"(IN) Diretas quae sera tamen: país do futuro, nação e herói. Movimento (s) de conciliação no discurso jornalístico sobre as Diretas Já.",Angela de Aguiar Araújo,2007-03-01,Biblioteca Central da UNIRIO,Mestrado,
1868,2007340001016009P0,UNIVERSIDADE FEDERAL DO PARANÁ,HISTÓRIA,CURITIBA,"O MOVIMENTO ECUMÊNICO NO BRASIL (1954-1994).
A SERVIÇO DA IGREJA E DOS MOVIMENTOS POPULARES",AGEMIR DE CARVALHO DIAS,2007-12-01,Sistema de Bibliotecas da UFPR,Doutorado,
1869,1176753,Universidade Federal de São João del-Rei,PROCESSOS SOCIOEDUCATIVOS E PRÁTICAS ESCOLARES,São João del Rei,"LER E ESCREVER: FRAGMENTOS DE PRÁTICAS ESCOLARES DE UMA PROFESSORA DE COMUNICAÇÃO E  EXPRESSÃO EM PONTE NOVA, MG (1971-1986)",MARIA REGINA BORONI DA MATA,2013-09-11,UFSJ,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1176753
1870,2010323001011027P0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,SERVIÇO SOCIAL,NATAL,SERVIÇO SOCIAL E POLÍTICA: uma análise da participação dos assitentes sociais no Conselho Regional de Serviço Social - 14ª Região.,Josiane Rodrigues da Silva,2010-04-01,ZILA MAMEDE,Mestrado,
1871,20101742007011005P9,UNIVERSIDADE DO VALE DO RIO DOS SINOS,DIREITO,São Leopoldo,O DIREITO À MEMÓRIA EM FACE DAS VIOLÊNCIAS AUTORITÁRIAS: OS RISCOS E OS DESAFIOS DA (RE)CONSTRUÇÃO DO PASSADO A PARTIR DAS POSSIBILIDADES JURÍDICAS E PERSPECTIVAS ÉTICAS DA MEMÓRIA,Dailor dos Santos,2010-08-01,Biblioteca Unisinos,Mestrado,
1872,20101141015010002P6,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,EDUCAÇÃO,CRICIÚMA,As Perspectivas de Emancipação Humana: Uma Análise de Estudos Críticos em Educação Matemática.,William Casagrande Candiotto,2010-09-01,Eurico Back - UNESC,Mestrado,
1873,2010542009014005P1,Fundação Universidade de Passo Fundo,LETRAS,Passo Fundo,O riso em tempos de ditadura: Os (não) silenciamentos (re)velados pelo Pasquim no período de 1969 a 1971,Cinara Sabadin Dagneze,2010-04-01,Biblioteca Central da Universidade de Passo Fundo,Mestrado,
1874,2010753001010009P0,UNIVERSIDADE DE BRASÍLIA,SOCIOLOGIA,BRASÍLIA,As transformações do PCB e a democracia brasileira,Marcelo Mattos de Souza,2010-12-01,Biblioteca Central da Universidade de Brasília - BCE/UnB,Doutorado,
1875,3921016,UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),Psicologia Social,João Pessoa,REPRESENTAÇÕES SOCIAIS DE UNIVERSITÁRIOS SOBRE A COMISSÃO NACIONAL DA VERDADE,ROSIANE ALVES DE ALBUQUERQUE,2016-06-16,UFPB/BC,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3921016
1876,20086633005010006P0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,CIÊNCIAS SOCIAIS,SÃO PAULO,Cultura e patrimônio,Beatriz Lourenço Peixotot Galves,2008-10-01,PUC/SP,Doutorado,
1877,20086633005010021P0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,COMUNICAÇÃO E SEMIÓTICA,SÃO PAULO,Cabra marcado para morrer: mosaico de fragmentos no documentário de Eduardo Coutinho,Hugo De Almeida Harris,2008-08-01,PUC/SP,Mestrado,
1878,3877974,UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ),ARQUITETURA E URBANISMO,São Carlos,A atuação de Lina Bo Bardi na criação do SESC Pompéia (1977-1986).,RENATA CARNEIRO BECHARA,2016-11-25,Biblioteca do IAU,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3877974
1879,3587554,UNIVERSIDADE DO ESTADO DE MATO GROSSO,Estudos Literários,Cáceres,"SOCIEDADE E POLÍTICA EM FAZENDA MODELO: NOVELA PECUÁRIA, DE CHICO BUARQUE",THAINA APARECIDA RAMOS DE OLIVEIRA,2016-02-24,"Biblioteca Universitária ""Prof. José Américo Andrade"" - Campus UNEMAT - Tangará da Serra/MT",Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3587554
1880,3516760,UNIVERSIDADE CATÓLICA DE SANTOS,EDUCAÇÃO,Santos,MEMÓRIAS DE UMA FORMAÇÃO CIDADÃ – EE REYNALDO KUNTZ BUSCH 1965-1978,SILVIO LUIS DOS ANJOS,2015-02-27,BIBLIOTECA DA UNIVERSIDADE CATÓLICA DE SANTOS - UNISANTOS,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3516760
1881,2519146,UNIVERSIDADE ESTADUAL DE CAMPINAS,DIVULGAÇÃO CIENTÍFICA E CULTURAL,Campinas,"Midia e economia: limites, fatos e versões. O processo de privatização do governos FHC (1995-2002)",AILTON ALEX CONTIN,2015-08-27,Biblioteca do IEL,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2519146
1882,3591679,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,LETRAS,Natal,OS GÊNEROS ANÚNCIO PUBLICITÁRIO E ANÚNCIO DE PROPAGANDA: UMA PROPOSTA DE ENSINO ANCORADA NA ANÁLISE DE DISCURSO CRÍTICA,CAROLINE COSTA SILVA,2015-08-21,BIBLIOTECA DA UFU,Mestrado Profissional,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3591679
1883,200227533003017019P9,UNIVERSIDADE ESTADUAL DE CAMPINAS,HISTÓRIA,CAMPINAS,"A Face Feminina da Militância Clandestina de Esquerda - Brasil anos 1960/70"".

",Maria de Fatima da Cunha,2002-03-01,Biblioteca do IFCH,Doutorado,
1884,3074655,UNIVERSIDADE FEDERAL DE MINAS GERAIS,DEMOGRAFIA,Belo Horizonte,"Ciclo de vida domiciliar, ciclo de vida do lote e dinâmica da cobertura da terra em Machadinho, Amazônia Brasileira",VANESSA CARDOSO FERREIRA,2016-02-05,BIBLIOTECA UNIVERSITÁRIA DA UFMG,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3074655
1885,4251956,UNIVERSIDADE FEDERAL DE SÃO CARLOS,EDUCAÇÃO,São Carlos,HISTÓRIA DA EDUCAÇÃO AGRÍCOLA DO SUL DE MINAS GERAIS: A ESCOLA AGRÍCOLA DE MUZAMBINHO (1948-1985),LIVIA CAROLINA VIEIRA,2016-05-24,BIBLIOTECA COMUNITÁRIA DA UFSCAR,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4251956
1886,3741986,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,ENFERMAGEM,Rio de Janeiro,A Participação da Escola de Enfermagem Anna Nery na Formação da Enfermeira Pediatra: estratégias para especialização do cuidado à criança (1985-1986),ALINE SILVA DA FONTE SANTA ROSA DE OLIVEIRA,2016-09-30,Setorial de Pós-graduação/ EEAN e ABEn-Nacional,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3741986
1887,3648128,UNIVERSIDADE FEDERAL DO PARÁ,ARTES,Belém,"AMANHECEU, PAID’ÉGUA!O SONHO CABANO FAZ SAMBA DE ENREDO NO CARNAVAL PARAENSE.",DAYSE MARIA PAMPLONA PUGET,2016-06-23,PPGARTES / UFPA,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3648128
1888,4924142,UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),"DIREITOS HUMANOS, CIDADANIA E POLÍTICAS PÚBLICAS",João Pessoa,EXUMANDO VERDADES: As vítimas insepultas do Regime Militar do Estado da Paraíba,MARX IGOR FERREIRA DE FIGUEIREDO,2016-07-29,Biblioteca da UFPB,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4924142
1889,3736062,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,EDUCAÇÃO,Natal,A Contribuição e Limites do MST para Educação do Campo,CICERO GOMES CORREIA,2016-02-29,undefined,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3736062
1890,3879743,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,EDUCAÇÃO,Uberlândia,Política de incentivo à leitura no governo Zaire Rezende 1983-1988,MARCIA CICCI ROMERO,2016-02-29,UFU,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3879743
1891,4074573,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,SERVIÇO SOCIAL,Juiz de Fora,Reconstrução Histórico Crítica do Conselho Regional de Serviço Social - CRESS 6ª Região - Seccional de Juiz de Fora: análise dos processos históricos do Serviço Social brasileiro,GEOVANE MARTINS GONCALVES,2016-11-22,Faculdade de Serviço Social e Biblioteca Central / UFJF,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4074573
1892,20072031003010016P8,UNIVERSIDADE FEDERAL FLUMINENSE,LETRAS,NITERÓI,"O DOCE & O AMARGO DO SECOS  MOLHADOS - POESIA, ESTÉTICA, POLÍTICA NA MÚSICA POPULAR BRASILEIRA.",VINICIUS RANGEL BERTHO DA SILVA,2007-03-29,BIBLIOTECA CENTRAL DO GRAGOATÁ,Mestrado,
1893,2007333002010185P0,UNIVERSIDADE DE SÃO PAULO,ESTÉTICA E HISTÓRIA DA ARTE,São Paulo,Videoarte no MAC USP: O Suporte de Idéias nos Anos 1970,Carolina Amaral de Aguiar,2007-07-01,"Faculdade de Filosofia, Letras e Ciências Humanas da USP",Mestrado,
1894,2007332006012003P1,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,EDUCAÇÃO,UBERLÂNDIA,DA CENTRALIDADE DA INFÂNCIA NA MODERNIDADE E SUA ESCOLARIZAÇÃO: A ESCOLA ESTADUAL JOÃO PINHEIRO - ITUIUTABA (MG),Ana Emília Cordeiro Souto Ferreira,2007-11-01,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,Mestrado,
1895,2007441005015007P6,UNIVERSIDADE DO VALE DO ITAJAÍ,GESTÃO DE POLÍTICAS PÚBLICAS,Itajaí,"""TRABALHO E SAÚDE NA INDÚSTRIA TÊXTIL DE BLUMENAU - SC"".",Rosy Weiduschath da Silva,2007-02-01,UNIVALI,Profissionalizante,
1896,20124131001017060P0,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,ENFERMAGEM,RIO DE JANEIRO,Centro de Estudos e Pesquisas da Associação Brasileira de Enfermagem e o desenvolvimento da pesquisa em enfermagem no Brasil (1971-1979),LAÍS DE ARAÚJO PEREIRA,2012-07-01,Bibliotecas: Setorial de Pós-graduação/ EEAN e ABEn-Nacional,Mestrado,
1897,20124242001013051P2,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,CIÊNCIAS DO MOVIMENTO HUMANO,PORTO ALEGRE,O PASSADO É INDESTRUTÍVEL: HISTÓRIA E MEMÓRIA EM TANGO DE CARLOS SAURA.,JULIANA DE ABREU WERNER TAVARES,2012-09-01,EDGAR SPERB,Mestrado,
1898,20093233005010020P3,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,SERVIÇO SOCIAL,SÃO PAULO,A construção teórica das relações entre família e serviço social brasileiro no contexto dos diferentes projetos societários,Camila Felice Jorge,2009-10-01,Biblioteca da PUC/SP,Mestrado,
1899,2009851001012001P0,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,EDUCAÇÃO,CAMPO GRANDE,CURRICULARIZAÇÃO DA MORAL E DO CIVISMO NO ENSINO MÉDIO NO ESTADO DO PARANÁ (1961-1971),Nivaldo Corrêa Tenório,2009-12-01,Biblioteca Central da UFMS,Mestrado,
1900,20122231003010005P6,UNIVERSIDADE FEDERAL FLUMINENSE,HISTÓRIA,NITERÓI,"Boilesen, um empresário da ditadura: A questão do apoio do empresariado à Oban/Operação Bandeirantes, 1969-1971",Jorge José De Melo,2012-04-01, http://www.historia.uff.br/stricto/td/1552.pdf,Mestrado,
1901,1527636,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,PLANEJAMENTO URBANO E REGIONAL,Rio de Janeiro,MOVIMENTOS SOCIAIS URBANOS: UMA QUESTÃO DE CLASSE?,GUILHERME JOSE AMILCAR LEMOS MARQUES,2014-12-11,IPPUR,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1527636
1902,2345545,CENTRO UNIVERSITÁRIO DE VOLTA REDONDA,ENSINO EM CIÊNCIAS DA SAÚDE E DO MEIO AMBIENTE,Volta Redonda,História do Basquetebol em Volta Redonda: O vídeo como metodologia para o ensino em Ciências da Saúde,MARCELO DANTAS DE BRITTO,2014-12-12,Biblioteca Central UNIFOA,Mestrado Profissional,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2345545
1903,211222,UNIVERSIDADE DO PLANALTO CATARINENSE,EDUCAÇÃO,Lages,PRÁTICA EDUCATIVA LIBERTADORA: HISTORICIDADE E BASES FUNDANTES DA ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA MUTIRÃO  LAGES (SC) - 1981-1996,ELISETE LEMOS MACHADO,2014-03-12,Central,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=211222
1904,2012940015017014P1,Universidade Estadual do Oeste do Paraná,"Sociedade, Cultura e Fronteiras",Cascavel,Memória dos desapropiados do Parque Nacional do Iguaçu: as fronteiras do cotidiano em terras (i)legais?,Lara Luciana Leal Seixas,2012-03-01,Unioeste - Campus de Foz do Iguaçu,Mestrado,
1905,200111633002029027P0,UNIVERSIDADE DE SÃO PAULO,ENFERMAGEM EM SAÚDE PÚBLICA,São Paulo,"A PARTICIPAÇÃO POPULAR NAS COMISSÕES LOCAIS DE SAÚDE: MOSTRANDO VIDAS, CONTANDO LUTAS.",PRISCILA FREDERICO,2001-12-01,Biblioteca Central - Campus Ribeirão Preto,Mestrado,
